load,hours,bat,oil,throttle,gear,cvt_temp,lock,cvt,engine_temp,susp,user,slip,vel,lbrake,rpm,rbrake,ballast,
63,24,3,794,1,78,29,49,29,2687,19,422,9,78,4,7,8,1,
61,34,3,794,0,78,29,191,29,2687,12,799,5,15,4,7,49,1,
61,34,2,552,0,78,29,191,23,2038,12,799,5,15,6,7,49,1,
61,34,2,552,0,78,53,191,23,2038,12,799,5,15,6,7,49,1,
67,18,2,552,1,78,53,246,23,2038,11,226,9,46,6,7,22,1,
67,18,2,552,1,13,53,246,23,2038,11,226,9,46,6,43,22,1,
67,18,3,326,1,13,53,246,59,2524,11,226,9,46,14,43,22,1,
67,18,3,834,1,13,53,246,60,303,11,226,9,46,94,43,22,1,
50,65,3,834,0,13,53,78,60,303,64,28,3,37,94,43,12,1,
96,41,3,834,0,13,53,246,60,303,29,650,22,87,94,43,10,1,
43,36,3,834,1,13,53,193,60,303,36,600,16,12,94,43,93,1,
43,36,-1,342,1,13,53,193,70,2070,36,600,16,12,68,43,93,1,
43,36,-1,342,1,77,53,193,70,2070,36,600,16,12,68,30,93,1,
43,36,-1,342,1,21,53,193,70,2070,36,600,16,12,68,9,93,1,
43,36,-1,342,1,21,16,193,70,2070,36,600,16,12,68,9,93,0,
43,36,-1,832,1,21,16,193,54,1811,36,600,16,12,8,9,93,0,
0,16,-1,832,0,21,16,249,54,1811,50,254,10,41,8,9,12,0,
0,16,-1,832,0,21,13,249,54,1811,50,254,10,41,8,9,12,0,
0,16,-1,832,0,21,59,249,54,1811,50,254,10,41,8,9,12,1,
28,14,-1,832,0,21,59,143,54,1811,75,492,20,30,8,9,57,1,
28,14,0,459,0,21,59,143,78,370,75,492,20,30,67,9,57,1,
28,14,0,459,0,21,5,143,78,370,75,492,20,30,67,9,57,1,
28,14,0,459,0,48,5,143,78,370,75,492,20,30,67,29,57,1,
28,14,0,459,0,48,4,143,78,370,75,492,20,30,67,29,57,0,
28,14,-1,18,0,48,4,143,44,3014,75,492,20,30,17,29,57,0,
28,14,-1,18,0,95,4,143,44,3014,75,492,20,30,17,42,57,0,
51,1,-1,18,0,95,4,150,44,3014,34,227,6,57,17,42,69,0,
51,1,-1,18,0,95,72,150,44,3014,34,227,6,57,17,42,69,1,
51,1,-1,18,0,95,4,150,44,3014,34,227,6,57,17,42,69,1,
51,1,-1,742,0,95,4,150,49,2219,34,227,6,57,4,42,69,1,
8,15,-1,742,0,95,4,102,49,2219,92,292,5,77,4,42,35,1,
8,15,-1,736,0,95,4,102,97,2173,92,292,5,77,94,42,35,1,
41,3,-1,736,1,95,4,245,97,2173,86,802,20,18,94,42,35,1,
41,3,-1,736,1,95,82,245,97,2173,86,802,20,18,94,42,35,1,
41,3,-1,736,1,13,82,245,97,2173,86,802,20,18,94,49,35,1,
41,3,1,6,1,13,82,245,15,2890,86,802,20,18,100,49,35,1,
76,14,1,6,1,13,82,198,15,2890,4,305,5,31,100,49,37,1,
76,14,1,580,1,13,82,198,19,99,4,305,5,31,53,49,37,1,
76,14,-1,602,1,13,82,198,61,3511,4,305,5,31,45,49,37,1,
92,51,-1,602,0,13,82,192,61,3511,68,788,4,17,45,49,87,1,
92,51,-1,602,0,13,87,192,61,3511,68,788,4,17,45,49,87,0,
21,77,-1,602,1,13,87,71,61,3511,29,59,12,60,45,49,72,0,
22,44,-1,602,1,13,87,146,61,3511,60,827,23,64,45,49,33,0,
22,44,-1,602,1,53,87,146,61,3511,60,827,23,64,45,47,33,0,
22,44,0,886,1,53,87,146,35,1043,60,827,23,64,85,47,33,0,
22,44,0,886,1,33,87,146,35,1043,60,827,23,64,85,39,33,0,
22,44,0,886,1,33,62,146,35,1043,60,827,23,64,85,39,33,0,
22,44,0,886,1,33,69,146,35,1043,60,827,23,64,85,39,33,0,
22,44,1,166,1,33,69,146,62,2657,60,827,23,64,94,39,33,0,
22,44,0,262,1,33,69,146,79,52,60,827,23,64,66,39,33,0,
22,44,0,262,1,15,69,146,79,52,60,827,23,64,66,17,33,0,
22,44,0,262,1,18,69,146,79,52,60,827,23,64,66,50,33,0,
22,44,-1,623,1,18,69,146,70,3194,60,827,23,64,98,50,33,0,
36,23,-1,623,1,18,69,203,70,3194,25,691,17,11,98,50,24,0,
36,23,-1,623,1,18,94,203,70,3194,25,691,17,11,98,50,24,0,
36,23,-1,623,1,73,94,203,70,3194,25,691,17,11,98,43,24,0,
36,23,-1,623,1,73,71,203,70,3194,25,691,17,11,98,43,24,1,
36,23,1,709,1,73,71,203,81,431,25,691,17,11,98,43,24,1,
36,23,1,709,1,49,71,203,81,431,25,691,17,11,98,24,24,1,
36,23,1,709,1,7,71,203,81,431,25,691,17,11,98,31,24,1,
36,23,1,709,1,7,15,203,81,431,25,691,17,11,98,31,24,1,
36,23,0,514,1,7,15,203,78,3167,25,691,17,11,5,31,24,1,
36,23,3,344,1,7,15,203,81,2574,25,691,17,11,86,31,24,1,
73,14,3,344,1,7,15,141,81,2574,78,779,20,5,86,31,74,1,
73,14,3,785,1,7,15,141,72,588,78,779,20,5,15,31,74,1,
73,14,2,733,1,7,15,141,88,976,78,779,20,5,92,31,74,1,
73,14,2,733,1,7,0,141,88,976,78,779,20,5,92,31,74,0,
73,14,3,344,1,7,0,141,5,56,78,779,20,5,77,31,74,0,
8,74,3,344,0,7,0,193,5,56,70,276,23,51,77,31,35,0,
50,26,3,344,0,7,0,167,5,56,18,340,13,56,77,31,1,0,
74,21,3,344,0,7,0,225,5,56,77,833,18,45,77,31,37,0,
62,38,3,344,1,7,0,190,5,56,10,690,22,12,77,31,51,0,
44,6,3,344,0,7,0,204,5,56,25,337,16,35,77,31,26,0,
44,6,3,344,0,8,0,204,5,56,25,337,16,35,77,13,26,0,
44,6,3,344,0,8,24,204,5,56,25,337,16,35,77,13,26,0,
44,6,-1,414,0,8,24,204,13,1354,25,337,16,35,29,13,26,0,
44,6,2,860,0,8,24,204,29,2903,25,337,16,35,79,13,26,0,
44,6,2,860,0,18,24,204,29,2903,25,337,16,35,79,8,26,0,
44,6,3,3,0,18,24,204,49,1965,25,337,16,35,57,8,26,0,
44,6,3,3,0,69,24,204,49,1965,25,337,16,35,57,27,26,0,
44,6,0,313,0,69,24,204,87,2917,25,337,16,35,7,27,26,0,
44,6,0,313,0,69,54,204,87,2917,25,337,16,35,7,27,26,0,
84,24,0,313,0,69,54,208,87,2917,88,49,2,8,7,27,64,0,
21,71,0,313,0,69,54,16,87,2917,77,722,11,78,7,27,22,0,
21,71,0,313,0,47,54,16,87,2917,77,722,11,78,7,3,22,0,
43,46,0,313,0,47,54,248,87,2917,64,692,22,12,7,3,86,0,
4,100,0,313,1,47,54,148,87,2917,90,231,15,37,7,3,70,0,
4,100,0,313,1,5,54,148,87,2917,90,231,15,37,7,45,70,0,
71,21,0,313,0,5,54,212,87,2917,39,332,18,68,7,45,82,0,
87,55,0,313,0,5,54,16,87,2917,73,854,11,65,7,45,90,0,
87,55,0,313,0,82,54,16,87,2917,73,854,11,65,7,30,90,0,
26,48,0,313,0,82,54,101,87,2917,82,814,24,40,7,30,49,0,
26,48,0,313,0,82,5,101,87,2917,82,814,24,40,7,30,49,1,
26,48,0,313,0,77,5,101,87,2917,82,814,24,40,7,5,49,1,
26,48,0,313,0,77,98,101,87,2917,82,814,24,40,7,5,49,1,
91,37,0,313,0,77,98,78,87,2917,52,32,23,91,7,5,85,1,
91,37,0,313,0,94,98,78,87,2917,52,32,23,91,7,15,85,1,
91,37,0,313,0,94,0,78,87,2917,52,32,23,91,7,15,85,1,
38,4,0,313,1,94,0,112,87,2917,15,703,19,23,7,15,67,1,
38,4,1,962,1,94,0,112,8,3488,15,703,19,23,35,15,67,1,
43,67,1,962,1,94,0,55,8,3488,11,462,4,18,35,15,76,1,
43,67,1,962,1,94,91,55,8,3488,11,462,4,18,35,15,76,0,
43,67,1,962,1,94,31,55,8,3488,11,462,4,18,35,15,76,1,
21,73,1,962,0,94,31,173,8,3488,82,218,6,53,35,15,0,1,
75,35,1,962,1,94,31,176,8,3488,88,667,19,19,35,15,30,1,
75,35,1,962,1,6,31,176,8,3488,88,667,19,19,35,42,30,1,
56,63,1,962,1,6,31,168,8,3488,68,296,16,94,35,42,4,1,
56,63,1,962,1,6,73,168,8,3488,68,296,16,94,35,42,4,0,
56,63,1,962,1,6,65,168,8,3488,68,296,16,94,35,42,4,0,
56,63,1,317,1,6,65,168,100,2520,68,296,16,94,100,42,4,0,
72,33,1,317,0,6,65,20,100,2520,36,178,12,24,100,42,76,0,
72,33,1,317,0,23,65,20,100,2520,36,178,12,24,100,9,76,0,
72,33,0,235,0,23,65,20,62,2569,36,178,12,24,31,9,76,0,
72,33,0,946,0,23,65,20,43,1367,36,178,12,24,50,9,76,0,
72,33,1,877,0,23,65,20,56,3152,36,178,12,24,71,9,76,0,
72,33,1,877,0,94,65,20,56,3152,36,178,12,24,71,42,76,0,
72,33,1,877,0,79,65,20,56,3152,36,178,12,24,71,10,76,0,
72,33,1,877,0,79,58,20,56,3152,36,178,12,24,71,10,76,1,
72,33,3,634,0,79,58,20,41,1037,36,178,12,24,60,10,76,1,
72,33,3,634,0,79,94,20,41,1037,36,178,12,24,60,10,76,1,
72,33,3,634,0,79,24,20,41,1037,36,178,12,24,60,10,76,0,
72,33,0,61,0,79,24,20,5,1131,36,178,12,24,83,10,76,0,
72,33,0,61,0,79,64,20,5,1131,36,178,12,24,83,10,76,1,
72,33,0,61,0,85,64,20,5,1131,36,178,12,24,83,10,76,1,
72,33,0,61,0,85,9,20,5,1131,36,178,12,24,83,10,76,0,
72,33,0,61,0,79,9,20,5,1131,36,178,12,24,83,35,76,0,
72,33,0,61,0,79,60,20,5,1131,36,178,12,24,83,35,76,0,
72,33,0,61,0,79,99,20,5,1131,36,178,12,24,83,35,76,0,
72,33,0,565,0,79,99,20,31,450,36,178,12,24,9,35,76,0,
72,33,0,565,0,77,99,20,31,450,36,178,12,24,9,29,76,0,
72,33,0,457,0,77,99,20,97,306,36,178,12,24,61,29,76,0,
72,33,3,36,0,77,99,20,22,3434,36,178,12,24,36,29,76,0,
72,33,1,793,0,77,99,20,34,1429,36,178,12,24,20,29,76,0,
72,33,1,793,0,77,1,20,34,1429,36,178,12,24,20,29,76,0,
72,33,1,793,0,77,30,20,34,1429,36,178,12,24,20,29,76,0,
72,33,1,793,0,77,43,20,34,1429,36,178,12,24,20,29,76,0,
72,33,1,793,0,77,15,20,34,1429,36,178,12,24,20,29,76,1,
72,33,3,433,0,77,15,20,55,121,36,178,12,24,44,29,76,1,
72,33,3,164,0,77,15,20,25,644,36,178,12,24,78,29,76,1,
34,53,3,164,1,77,15,106,25,644,70,583,4,32,78,29,68,1,
34,53,1,349,1,77,15,106,4,1470,70,583,4,32,38,29,68,1,
77,51,1,349,0,77,15,34,4,1470,88,952,23,83,38,29,98,1,
77,51,1,349,0,70,15,34,4,1470,88,952,23,83,38,49,98,1,
75,90,1,349,1,70,15,69,4,1470,94,664,6,69,38,49,4,1,
78,78,1,349,0,70,15,229,4,1470,63,469,5,63,38,49,23,1,
78,78,1,349,0,86,15,229,4,1470,63,469,5,63,38,18,23,1,
78,78,0,429,0,86,15,229,12,231,63,469,5,63,60,18,23,1,
78,78,0,429,0,86,5,229,12,231,63,469,5,63,60,18,23,1,
78,78,0,429,0,86,40,229,12,231,63,469,5,63,60,18,23,0,
78,78,0,429,0,92,40,229,12,231,63,469,5,63,60,29,23,0,
78,78,3,251,0,92,40,229,19,640,63,469,5,63,2,29,23,0,
41,39,3,251,0,92,40,18,19,640,9,741,11,40,2,29,7,0,
41,39,3,251,0,0,40,18,19,640,9,741,11,40,2,46,7,0,
41,39,3,251,0,31,40,18,19,640,9,741,11,40,2,15,7,0,
41,39,3,251,0,15,40,18,19,640,9,741,11,40,2,21,7,0,
41,39,3,251,0,66,40,18,19,640,9,741,11,40,2,28,7,0,
41,39,3,251,0,93,40,18,19,640,9,741,11,40,2,29,7,0,
41,39,0,323,0,93,40,18,27,1650,9,741,11,40,94,29,7,0,
41,39,0,323,0,93,77,18,27,1650,9,741,11,40,94,29,7,0,
41,39,0,323,0,28,77,18,27,1650,9,741,11,40,94,38,7,0,
46,36,0,323,1,28,77,41,27,1650,10,592,19,52,94,38,90,0,
46,36,1,886,1,28,77,41,52,3465,10,592,19,52,35,38,90,0,
79,36,1,886,1,28,77,215,52,3465,38,762,0,5,35,38,66,0,
27,97,1,886,1,28,77,155,52,3465,74,635,14,30,35,38,63,0,
27,97,1,886,1,85,77,155,52,3465,74,635,14,30,35,30,63,0,
27,97,1,886,1,85,20,155,52,3465,74,635,14,30,35,30,63,1,
27,97,1,886,1,82,20,155,52,3465,74,635,14,30,35,14,63,1,
27,97,1,886,1,82,10,155,52,3465,74,635,14,30,35,14,63,0,
27,97,1,886,1,82,62,155,52,3465,74,635,14,30,35,14,63,0,
83,89,1,886,1,82,62,10,52,3465,18,380,3,7,35,14,98,0,
69,96,1,886,0,82,62,197,52,3465,48,205,16,58,35,14,95,0,
69,96,1,886,0,52,62,197,52,3465,48,205,16,58,35,32,95,0,
69,96,1,886,0,52,80,197,52,3465,48,205,16,58,35,32,95,1,
69,96,1,782,0,52,80,197,71,499,48,205,16,58,38,32,95,1,
69,96,1,782,0,52,93,197,71,499,48,205,16,58,38,32,95,0,
69,96,2,951,0,52,93,197,26,2797,48,205,16,58,33,32,95,0,
69,96,0,670,0,52,93,197,96,2748,48,205,16,58,89,32,95,0,
69,96,2,559,0,52,93,197,95,2215,48,205,16,58,7,32,95,0,
48,59,2,559,0,52,93,221,95,2215,7,137,13,67,7,32,76,0,
48,59,0,595,0,52,93,221,22,2189,7,137,13,67,11,32,76,0,
48,59,0,595,0,75,93,221,22,2189,7,137,13,67,11,8,76,0,
48,59,0,595,0,75,0,221,22,2189,7,137,13,67,11,8,76,1,
48,95,0,595,1,75,0,145,22,2189,56,747,2,66,11,8,49,1,
12,31,0,595,1,75,0,192,22,2189,43,980,22,19,11,8,37,1,
12,31,3,468,1,75,0,192,71,29,43,980,22,19,34,8,37,1,
12,31,3,468,1,61,0,192,71,29,43,980,22,19,34,37,37,1,
12,31,3,468,1,61,67,192,71,29,43,980,22,19,34,37,37,0,
44,65,3,468,0,61,67,136,71,29,62,547,1,4,34,37,87,0,
44,65,3,468,0,61,71,136,71,29,62,547,1,4,34,37,87,0,
51,30,3,468,1,61,71,224,71,29,96,468,18,42,34,37,9,0,
51,30,2,986,1,61,71,224,39,943,96,468,18,42,42,37,9,0,
51,30,3,906,1,61,71,224,30,1787,96,468,18,42,26,37,9,0,
51,30,3,906,1,58,71,224,30,1787,96,468,18,42,26,33,9,0,
57,85,3,906,0,58,71,49,30,1787,72,718,0,29,26,33,97,0,
57,85,3,906,0,58,67,49,30,1787,72,718,0,29,26,33,97,0,
57,85,2,146,0,58,67,49,56,3505,72,718,0,29,40,33,97,0,
57,85,2,146,0,58,64,49,56,3505,72,718,0,29,40,33,97,0,
45,21,2,146,1,58,64,166,56,3505,95,35,19,11,40,33,4,0,
45,36,2,146,1,58,64,109,56,3505,94,182,24,85,40,33,0,0,
45,36,0,616,1,58,64,109,26,1151,94,182,24,85,100,33,0,0,
35,93,0,616,0,58,64,214,26,1151,46,221,16,5,100,33,64,0,
35,93,0,616,0,39,64,214,26,1151,46,221,16,5,100,20,64,0,
55,19,0,616,0,39,64,36,26,1151,83,236,9,28,100,20,75,0,
55,19,0,616,0,98,64,36,26,1151,83,236,9,28,100,24,75,0,
55,19,0,616,0,80,64,36,26,1151,83,236,9,28,100,10,75,0,
55,19,0,616,0,80,18,36,26,1151,83,236,9,28,100,10,75,1,
55,19,0,616,0,37,18,36,26,1151,83,236,9,28,100,1,75,1,
55,19,-1,802,0,37,18,36,34,1815,83,236,9,28,42,1,75,1,
60,27,-1,802,0,37,18,134,34,1815,85,197,18,73,42,1,68,1,
60,27,3,521,0,37,18,134,61,2938,85,197,18,73,85,1,68,1,
60,27,3,521,0,37,88,134,61,2938,85,197,18,73,85,1,68,1,
60,27,3,521,0,93,88,134,61,2938,85,197,18,73,85,2,68,1,
10,60,3,521,1,93,88,171,61,2938,67,911,5,26,85,2,66,1,
10,60,3,521,1,93,25,171,61,2938,67,911,5,26,85,2,66,0,
10,60,3,521,1,29,25,171,61,2938,67,911,5,26,85,10,66,0,
10,60,-1,609,1,29,25,171,96,823,67,911,5,26,16,10,66,0,
64,84,-1,609,1,29,25,195,96,823,36,701,3,18,16,10,50,0,
64,84,-1,609,1,29,21,195,96,823,36,701,3,18,16,10,50,1,
64,84,-1,609,1,28,21,195,96,823,36,701,3,18,16,38,50,1,
41,29,-1,609,0,28,21,2,96,823,77,953,17,54,16,38,69,1,
45,29,-1,609,0,28,21,28,96,823,71,329,3,32,16,38,74,1,
45,29,-1,609,0,28,70,28,96,823,71,329,3,32,16,38,74,1,
45,29,-1,609,0,64,70,28,96,823,71,329,3,32,16,13,74,1,
45,29,-1,680,0,64,70,28,62,149,71,329,3,32,26,13,74,1,
45,29,3,370,0,64,70,28,81,1191,71,329,3,32,70,13,74,1,
45,29,3,370,0,32,70,28,81,1191,71,329,3,32,70,47,74,1,
45,29,3,370,0,32,63,28,81,1191,71,329,3,32,70,47,74,0,
45,29,3,600,0,32,63,28,38,965,71,329,3,32,83,47,74,0,
45,29,3,600,0,32,27,28,38,965,71,329,3,32,83,47,74,0,
64,2,3,600,1,32,27,28,38,965,85,754,13,53,83,47,44,0,
64,2,3,600,1,32,53,28,38,965,85,754,13,53,83,47,44,0,
64,2,3,600,1,50,53,28,38,965,85,754,13,53,83,12,44,0,
82,64,3,600,0,50,53,85,38,965,74,800,18,63,83,12,40,0,
82,64,3,600,0,50,65,85,38,965,74,800,18,63,83,12,40,0,
69,6,3,600,0,50,65,176,38,965,25,310,24,61,83,12,23,0,
69,6,3,600,0,41,65,176,38,965,25,310,24,61,83,33,23,0,
69,6,3,600,0,41,17,176,38,965,25,310,24,61,83,33,23,1,
56,62,3,600,0,41,17,93,38,965,20,742,24,11,83,33,72,1,
56,62,3,600,0,41,0,93,38,965,20,742,24,11,83,33,72,0,
56,62,3,600,0,41,31,93,38,965,20,742,24,11,83,33,72,0,
16,72,3,600,1,41,31,189,38,965,34,664,7,80,83,33,75,0,
16,72,3,600,1,41,66,189,38,965,34,664,7,80,83,33,75,1,
16,72,3,600,1,41,96,189,38,965,34,664,7,80,83,33,75,1,
96,23,3,600,0,41,96,140,38,965,94,646,8,47,83,33,2,1,
87,72,3,600,0,41,96,111,38,965,35,463,5,77,83,33,19,1,
43,15,3,600,0,41,96,159,38,965,73,893,16,90,83,33,63,1,
43,15,3,418,0,41,96,159,78,1885,73,893,16,90,51,33,63,1,
43,15,3,418,0,46,96,159,78,1885,73,893,16,90,51,26,63,1,
43,15,3,418,0,46,6,159,78,1885,73,893,16,90,51,26,63,1,
43,15,3,418,0,46,94,159,78,1885,73,893,16,90,51,26,63,1,
43,15,3,418,0,45,94,159,78,1885,73,893,16,90,51,47,63,1,
85,96,3,418,1,45,94,32,78,1885,88,278,1,45,51,47,68,1,
85,96,3,418,1,12,94,32,78,1885,88,278,1,45,51,32,68,1,
85,96,0,360,1,12,94,32,38,2326,88,278,1,45,98,32,68,1,
40,62,0,360,0,12,94,117,38,2326,59,885,8,32,98,32,47,1,
40,62,-1,680,0,12,94,117,95,1894,59,885,8,32,35,32,47,1,
40,62,-1,680,0,24,94,117,95,1894,59,885,8,32,35,43,47,1,
98,41,-1,680,0,24,94,203,95,1894,9,553,0,94,35,43,13,1,
98,41,-1,680,0,56,94,203,95,1894,9,553,0,94,35,12,13,1,
98,41,-1,680,0,85,94,203,95,1894,9,553,0,94,35,47,13,1,
98,41,-1,680,0,85,71,203,95,1894,9,553,0,94,35,47,13,1,
98,41,-1,680,0,85,49,203,95,1894,9,553,0,94,35,47,13,1,
98,41,-1,680,0,85,40,203,95,1894,9,553,0,94,35,47,13,1,
98,41,-1,680,0,5,40,203,95,1894,9,553,0,94,35,42,13,1,
98,41,-1,680,0,65,40,203,95,1894,9,553,0,94,35,31,13,1,
98,41,-1,680,0,13,40,203,95,1894,9,553,0,94,35,50,13,1,
98,41,-1,680,0,13,37,203,95,1894,9,553,0,94,35,50,13,0,
74,33,-1,680,1,13,37,199,95,1894,32,927,24,52,35,50,84,0,
74,33,-1,680,1,100,37,199,95,1894,32,927,24,52,35,36,84,0,
74,33,3,837,1,100,37,199,82,375,32,927,24,52,45,36,84,0,
13,17,3,837,0,100,37,161,82,375,40,12,4,82,45,36,92,0,
13,17,-1,154,0,100,37,161,44,1775,40,12,4,82,75,36,92,0,
13,17,-1,154,0,100,81,161,44,1775,40,12,4,82,75,36,92,0,
61,76,-1,154,1,100,81,59,44,1775,97,307,1,12,75,36,61,0,
61,76,0,617,1,100,81,59,63,3299,97,307,1,12,49,36,61,0,
61,76,0,617,1,47,81,59,63,3299,97,307,1,12,49,3,61,0,
61,76,-1,955,1,47,81,59,97,3025,97,307,1,12,29,3,61,0,
2,17,-1,955,0,47,81,210,97,3025,36,283,22,43,29,3,92,0,
77,20,-1,955,0,47,81,192,97,3025,50,226,1,41,29,3,2,0,
22,52,-1,955,1,47,81,67,97,3025,7,136,2,49,29,3,41,0,
22,52,-1,955,1,47,29,67,97,3025,7,136,2,49,29,3,41,1,
22,52,-1,955,1,54,29,67,97,3025,7,136,2,49,29,3,41,1,
32,62,-1,955,0,54,29,30,97,3025,43,518,9,74,29,3,17,1,
32,62,-1,734,0,54,29,30,9,1810,43,518,9,74,94,3,17,1,
32,62,0,595,0,54,29,30,23,667,43,518,9,74,77,3,17,1,
32,62,0,595,0,54,50,30,23,667,43,518,9,74,77,3,17,0,
32,62,0,595,0,54,5,30,23,667,43,518,9,74,77,3,17,0,
13,12,0,595,0,54,5,250,23,667,93,169,1,98,77,3,81,0,
13,12,2,704,0,54,5,250,30,363,93,169,1,98,37,3,81,0,
58,19,2,704,1,54,5,26,30,363,63,571,4,90,37,3,46,0,
58,19,2,704,1,94,5,26,30,363,63,571,4,90,37,16,46,0,
58,19,2,704,1,94,59,26,30,363,63,571,4,90,37,16,46,1,
58,19,-1,529,1,94,59,26,76,1160,63,571,4,90,25,16,46,1,
58,19,-1,529,1,11,59,26,76,1160,63,571,4,90,25,35,46,1,
58,19,-1,529,1,48,59,26,76,1160,63,571,4,90,25,15,46,1,
8,48,-1,529,0,48,59,128,76,1160,62,81,4,44,25,15,45,1,
8,48,1,441,0,48,59,128,63,1106,62,81,4,44,42,15,45,1,
8,48,2,169,0,48,59,128,81,1576,62,81,4,44,40,15,45,1,
8,48,-1,33,0,48,59,128,20,3525,62,81,4,44,90,15,45,1,
8,48,-1,387,0,48,59,128,17,2614,62,81,4,44,7,15,45,1,
8,48,1,771,0,48,59,128,52,2225,62,81,4,44,2,15,45,1,
80,37,1,771,1,48,59,113,52,2225,28,287,12,76,2,15,48,1,
80,37,1,771,1,73,59,113,52,2225,28,287,12,76,2,37,48,1,
80,37,1,771,1,0,59,113,52,2225,28,287,12,76,2,10,48,1,
80,37,1,771,1,0,60,113,52,2225,28,287,12,76,2,10,48,0,
80,37,-1,266,1,0,60,113,28,1774,28,287,12,76,75,10,48,0,
80,37,-1,266,1,11,60,113,28,1774,28,287,12,76,75,44,48,0,
80,37,-1,266,1,67,60,113,28,1774,28,287,12,76,75,40,48,0,
80,37,-1,266,1,67,91,113,28,1774,28,287,12,76,75,40,48,0,
80,37,-1,266,1,67,67,113,28,1774,28,287,12,76,75,40,48,1,
80,37,-1,266,1,89,67,113,28,1774,28,287,12,76,75,8,48,1,
80,37,-1,266,1,64,67,113,28,1774,28,287,12,76,75,29,48,1,
80,37,-1,266,1,64,58,113,28,1774,28,287,12,76,75,29,48,1,
80,37,-1,266,1,64,68,113,28,1774,28,287,12,76,75,29,48,0,
100,79,-1,266,0,64,68,81,28,1774,54,288,20,64,75,29,51,0,
100,79,3,54,0,64,68,81,8,1122,54,288,20,64,26,29,51,0,
100,79,3,54,0,64,49,81,8,1122,54,288,20,64,26,29,51,1,
100,79,3,54,0,64,84,81,8,1122,54,288,20,64,26,29,51,0,
100,79,1,570,0,64,84,81,1,1046,54,288,20,64,0,29,51,0,
55,5,1,570,1,64,84,223,1,1046,50,315,9,81,0,29,80,0,
55,5,1,570,1,64,54,223,1,1046,50,315,9,81,0,29,80,0,
55,5,1,570,1,68,54,223,1,1046,50,315,9,81,0,22,80,0,
62,70,1,570,0,68,54,199,1,1046,28,739,7,61,0,22,61,0,
62,70,1,572,0,68,54,199,80,3244,28,739,7,61,26,22,61,0,
62,70,-1,324,0,68,54,199,32,1534,28,739,7,61,16,22,61,0,
62,70,-1,324,0,66,54,199,32,1534,28,739,7,61,16,21,61,0,
62,70,-1,324,0,66,78,199,32,1534,28,739,7,61,16,21,61,0,
62,70,-1,324,0,81,78,199,32,1534,28,739,7,61,16,33,61,0,
62,70,1,13,0,81,78,199,34,2239,28,739,7,61,49,33,61,0,
8,71,1,13,1,81,78,147,34,2239,18,924,12,87,49,33,40,0,
29,15,1,13,0,81,78,53,34,2239,4,34,8,70,49,33,28,0,
29,15,-1,418,0,81,78,53,71,2377,4,34,8,70,72,33,28,0,
29,15,-1,418,0,87,78,53,71,2377,4,34,8,70,72,42,28,0,
29,15,-1,418,0,87,77,53,71,2377,4,34,8,70,72,42,28,0,
